documentid,property,value
2045220,住院伙食补助费,580
2045220,伙食补助费,580
2045220,营养费,1200
2045220,医疗费,25453.91
2045220,鉴定费,1300
2045992,鉴定费,1750
2045992,鉴定费,1750
2046016,住院伙食补助费,9634.4
2046016,伙食补助费,9634.4
2046016,交通费,9634.4
2046016,营养费,9634.4
2046016,交通费,9634.4
2046016,车损,9634.4
2046034,违约金,21684.84
2051732,借款,50000
2051742,借款本金,48322.32
2051742,借款,48322.32
2051742,本金,48322.32
2052912,住院伙食补助费,750
2052912,伙食补助费,750
2052912,精神抚慰金,5000
2052912,残疾赔偿金,58183.2
2052912,护理费,5432
2052912,误工费,11340
2052912,交通费,500
2052912,营养费,1100
2052912,医药费,55538
2052912,交通费,500
2052912,赔偿金,58183.2
2053747,违约金,105450
2059600,赡养费,2000
2062608,护理费,21372.38
2062608,误工费,21372.38
2062608,交通费,21372.38
2062608,交通费,21372.38
2062608,车损,21372.38
2062608,施救费,5600
2062608,评估费,5600
2062608,车损,5600
2062608,复印费,35
2062731,精神损害抚慰金,10000
2062731,经济损失,60319.54
2062731,经济损失,50319.54
2062803,借款本金,100000
2062803,借款,100000
2062803,本金,100000
2063295,房屋租金,39000
2063295,违约金,3000
2063295,押金,39000
2063295,租金,39000
2064877,精神损害抚慰金,5000
2064877,残疾赔偿金,14322
2064877,医疗费用,10000
2064877,护理费,3477.71
2064877,误工费,13469.59
2064877,交通费,700
2064877,鉴定费,1900
2064877,交通费,700
2064877,赔偿金,14322
2064877,医疗费,10000
2064877,医疗费,10000
2064877,住院伙食补助费,380
2064877,伙食补助费,380
2064877,营养费,1200
2064877,医疗费,19897
2064915,精神损害抚慰金,3500
2064915,残疾赔偿金,14322
2064915,医疗费用,10000
2064915,护理费,8283.1
2064915,误工费,10329
2064915,交通费,600
2064915,交通费,600
2064915,赔偿金,14322
2064915,医疗费,10000
2064915,住院伙食补助费,686
2064915,二次手术费,15748.53
2064915,伙食补助费,686
2064915,医疗费用,15748.53
2064915,营养费,1260
2064915,医疗费,15748.53
2064915,鉴定费,1330
2064935,精神损害抚慰金,7000
2064935,住院伙食补助费,1020
2064935,伤残赔偿金,15038.1
2064935,二次手术费,8000
2064935,伙食补助费,1020
2064935,护理费,7512
2064935,误工费,18780
2064935,交通费,600
2064935,营养费,1800
2064935,交通费,600
2064935,赔偿金,15038.1
2064935,医疗费,10000
2064935,医疗费,54427.5
2064935,鉴定费,1900
2064935,住院伙食补助费,1020
2064935,二次手术费,8000
2064935,伙食补助费,1020
2064935,鉴定费,1900
2064935,营养费,1800
2064935,医疗费,54427.5
2064950,精神损害抚慰金,5000
2064950,住院伙食补助费,680
2064950,伤残赔偿金,42048
2064950,伙食补助费,680
2064950,护理费,8775
2064950,误工费,21960
2064950,交通费,1000
2064950,营养费,1200
2064950,交通费,1000
2064950,赔偿金,42048
2064950,医疗费,10000
2064950,医疗费,30795.97
2064950,车损,350
2064950,鉴定费,1300
2064950,医疗费,32374.64
2064975,护理费,7605
2064975,交通费,800
2064975,医药费,10000
2064975,交通费,800
2064975,医疗费,10000
2064975,车损,500
2064975,住院伙食补助费,1000
2064975,伙食补助费,1000
2064975,营养费,1000
2064975,医疗费,27204.8
2064975,医疗费,2501.96
2065751,住院伙食补助费,10000
2065751,伙食补助费,10000
2065751,护理费,13344
2065751,误工费,13344
2065751,交通费,13344
2065751,营养费,10000
2065751,交通费,13344
2065751,住院伙食补助费,2426.7
2065751,伙食补助费,2426.7
2065751,营养费,2426.7
2066174,抚养费,500
2067217,借款,2100000
2067217,借款,500000
2067217,借款,1600000
2067219,精神损害抚慰金,5000
2067219,住院伙食补助费,45142.75
2067219,被抚养人生活费,15778
2067219,伤残赔偿金,38228.4
2067219,伙食补助费,45142.75
2067219,护理费,15416
2067219,误工费,24820
2067219,交通费,1200
2067219,鉴定费,700
2067219,营养费,45142.75
2067219,生活费,15778
2067219,交通费,1200
2067219,赔偿金,38228.4
2067229,护理费,3499
2067229,误工费,9555
2067229,医疗费,10000
2070075,各项损失,1850
2070237,借款本金,4000000
2070237,借款,4000000
2070237,本金,4000000
2070261,借款本金,15000
2070261,借款,15000
2070261,本金,15000
2072129,借款,100000
2072133,借款,200000
2072133,借款,150000
2075096,借款本金,500000
2075096,借款,500000
2075096,还款,30000
2075096,本金,500000
2078429,违约金,2082236.88
2079241,支付利息,100000
2079241,借款,103000
2079324,房屋租金,8400
2079324,租金,8400
2079372,借款本金,20000000
2079372,违约金,20000000
2079372,借款,20000000
2079372,本金,20000000
2080036,借款,480000
2080220,各项损失,5085.06
2081747,滞纳金,536.41
2081747,服务费,95
2083281,违约金,160100
2083281,违约金,160100
2083281,租金,217100
2084555,逾期付款利息,500000
2084555,服务费,1000000
2085270,贷款本金,288706.24
2085270,本金,288706.24
2087510,借款本金,960000
2087510,借款,960000
2087510,本金,960000
2087510,价款,1000000
2087510,案件受理费,13800
2087510,保全费,5000
2089408,违约金,695697
2089408,违约金,695697
2095029,精神损害抚慰金,90488
2095029,残疾赔偿金,90488
2095029,交通费,90488
2095029,交通费,90488
2095029,赔偿金,90488
2095029,住院伙食补助费,21874
2095029,伙食补助费,21874
2095029,鉴定费,21874
2095029,营养费,21874
2097972,医疗费,5000
2099305,经济补偿金,20000
2099486,借款,60000
2099486,还款,30000
2099539,租金,630969
2099732,精神损害抚慰金,191541.95
2099732,伤残赔偿金,191541.95
2099732,赔偿金,191541.95
2099732,医疗费,5000
2099732,车损,191541.95
2099732,鉴定费,3150
2099736,精神损害抚慰金,110546
2099736,残疾赔偿金,110546
2099736,损失费,110546
2099736,赔偿金,110546
2099736,鉴定费,800
2102841,各项损失,16051
2104447,违约金,8000
2104447,租金,41414
2104641,公司物业服务费,887
2104641,物业服务费,887
2104641,违约金,124
2104641,服务费,887
2104858,物业服务费,1746
2104858,违约金,318
2104858,服务费,1746
2105364,公司物业服务费,3972.8
2105364,物业服务费,3972.8
2105364,违约金,3904
2105364,服务费,3972.8
2105406,违约金,360000
2105406,租金,1263606.4
2105428,滞纳金,39900
2105428,租金,300000
2105428,使用费,150000
2105428,使用费,600000
2105447,违约金,10000
2105447,水电费,30000
2105447,租金,140000
2105447,电费,30000
2105469,租金,4314131.66
2105469,租金,250434.84
2105469,租金,250434.84
2105469,违约金,600000
2105574,工程款,431612.60
2105659,律师代理费,20000
2105659,违约金,163527.30
2105659,水电费,21504
2105659,电费,21504
2105718,车辆维修费,800
2105718,维修费,800
2105718,押金,42750
2105738,租金,958051.82
2105738,保证金,675405.04
2105738,使用费,894725.04
2106705,公司物业服务费,1008
2106705,物业服务费,1008
2106705,违约金,52
2106705,服务费,1008
2107525,各项损失,49069
2107537,案件受理费,5372
2107537,鉴定费,1200
2107537,诉讼费,1000
2107537,诉讼费,4372
2108535,物业服务费,2768.4
2108535,违约金,216
2108535,服务费,2768.4
2117800,各项损失,10555
2118311,支付利息,199.92
2118311,透支本金,21288.61
2118311,本金,21288.61
2118311,滞纳金,500
2118311,律师代理费,5000
2118413,各项损失,45275.34
2119968,支行借款本金,349172.66
2119968,支付利息,38234.19
2119968,借款本金,349172.66
2119968,借款,349172.66
2119968,本金,349172.66
2120010,支行借款本金,291660.04
2120010,支付利息,38348.07
2120010,借款本金,291660.04
2120010,借款,291660.04
2120010,本金,291660.04
2120073,支行借款本金,50000
2120073,支付利息,2325
2120073,借款本金,50000
2120073,借款,50000
2120073,本金,50000
2120364,支行借款本金,50000
2120364,借款本金,50000
2120364,借款,50000
2120364,本金,50000
2120451,支行借款本金,499999.98
2120451,借款本金,499999.98
2120451,借款,499999.98
2120451,本金,499999.98
2122253,各项损失,106745.3
2122253,医疗费,2122
2122984,精神抚慰金,333246.77
2122984,财产损失,333246.77
2122984,丧葬费,24649.64
2123407,违约金,10000
2124235,支行借款本金,37292.11
2124235,借款本金,37292.11
2124235,借款,37292.11
2124235,本金,37292.11
2124287,支行借款本金,50000
2124287,支付利息,2916.78
2124287,借款本金,50000
2124287,借款,50000
2124287,本金,50000
2124335,支行借款本金,44229.55
2124335,借款本金,44229.55
2124335,借款,44229.55
2124335,本金,44229.55
2124717,支行借款本金,50000
2124717,借款本金,50000
2124717,借款,50000
2124717,本金,50000
2124762,支行借款本金,49885.29
2124762,借款本金,49885.29
2124762,借款,49885.29
2124762,本金,49885.29
2124821,支行借款本金,34510.52
2124821,借款本金,34510.52
2124821,借款,34510.52
2124821,本金,34510.52
2124842,支行借款本金,50000
2124842,借款本金,50000
2124842,借款,50000
2124842,本金,50000
2124859,支行借款本金,40143.46
2124859,借款本金,40143.46
2124859,借款,40143.46
2124859,本金,40143.46
2125148,违约金,24600
2125148,租金,82000
2126503,支付利息,100000
2126503,违约金,100000
2126503,违约金,50000
2126503,借款,50000
2126503,本金,100000
2126503,本金,50000
2126953,残疾赔偿金,21240
2126953,护理费,6426
2126953,误工费,7402.5
2126953,交通费,500
2126953,交通费,500
2126953,赔偿金,21240
2126953,医疗费,5000
2127020,借款本金,10000
2127020,律师费,10000
2127020,律师费,10000
2127020,借款,10000
2127020,本金,10000
2127020,本金,10000
2127564,支行借款本金,50000
2127564,支付利息,3463.90
2127564,借款本金,50000
2127564,借款,50000
2127564,本金,50000
2127992,精神损害抚慰金,1000
2128115,各项损失,2000
2129160,借款本金,40000
2129160,借款,40000
2129160,还款,20000
2129160,本金,40000
2129208,支行借款本金,30000
2129208,借款本金,30000
2129208,借款,30000
2129208,本金,30000
2129244,支行借款本金,30000
2129244,借款本金,30000
2129244,借款,30000
2129244,本金,30000
2130351,借款本金,3000000
2130351,借款,3000000
2130351,本金,3000000
2130505,精神损害抚慰金,5000
2130718,借款本金,40000
2130718,违约金,12000
2130718,律师费,3000
2130718,借款,40000
2130718,本金,40000
2130889,各项经济损失,23587.47
2130889,经济损失,23587.47
2133175,还款,200000
2133683,欠款,480000
2134946,借款本金,210000
2134946,借款,210000
2134946,本金,210000
2135400,本息合计,109338.59
2135400,借款本金,100000
2135400,借款,100000
2135400,本息,109338.59
2135400,本金,100000
2135408,支付利息,3095.06
2135408,借款本金,30000
2135408,借款,30000
2135408,本金,30000
2135975,保险金,51090
2138697,抚养费,1000
2138697,抚养费,16800
2138697,价款,73850
2138803,违约金,2000
2138818,精神抚慰金,5000
2139260,赡养费,1000
2141850,医疗费,39972.2
2142202,残疾赔偿金,1264923.62
2142202,各项损失,1264923.62
2142202,赔偿金,1264923.62
2142202,医疗费,1264923.62
2142202,精神损害抚慰金,10000
2142840,一次性伤残就业补助金,18441.60
2142840,住院伙食补助费,372
2142840,伙食补助费,372
2142840,经济补偿金,14343
2142840,护理费,2187.36
2142903,借款,30000
2143050,逾期付款违约金,12550
2143050,违约金,12550
2143050,租金,297718
2143055,逾期付款违约金,3542
2143055,违约金,3542
2143055,租金,90584
2143055,租金,3542
2143869,残疾赔偿金,71522.16
2143869,各项损失,71522.16
2143869,护理费,71522.16
2143869,赔偿金,71522.16
2143869,车损,71522.16
2143869,各项损失,20427.09
2143869,医疗费,20427.09
2143869,法医鉴定费,1900
2143869,鉴定费,1900
2143869,医疗费,29164.09
2144269,经济补偿金,2295
2144269,工资差额,17666
2144274,经济补偿金,7920
2144974,违约金,500000
2144974,借款,500000
2144974,本金,500000
2147544,住院伙食补助费,260
2147544,住院伙食补助费,46
2147544,住院伙食补助费,10
2147544,住院伙食补助费,204
2147544,后续治疗费,10000
2147544,伙食补助费,260
2147544,伙食补助费,46
2147544,伙食补助费,10
2147544,伙食补助费,204
2147544,各项损失,22705.3
2147544,治疗费,10000
2147544,护理费,1950
2147544,护理费,1950
2147544,误工费,9810
2147544,误工费,9810
2147544,交通费,300
2147544,交通费,300
2147544,鉴定费,1600
2147544,鉴定费,1600
2147544,营养费,600
2147544,营养费,88
2147544,营养费,40
2147544,营养费,472
2147544,交通费,300
2147544,交通费,300
2147544,医疗费,22705.3
2147544,医疗费,6772.98
2147544,医疗费,14171.67
2147544,医疗费,11760.65
2149287,住院伙食补助费,15
2149287,住院伙食补助费,15
2149287,伙食补助费,15
2149287,伙食补助费,15
2149287,护理费,195.10
2149287,护理费,195.10
2149287,误工费,195.1
2149287,误工费,195.1
2149287,交通费,100
2149287,交通费,100
2149287,交通费,100
2149287,交通费,100
2149287,医疗费,4384.53
2149287,医疗费,6024.85
2149287,车损,2000
2149642,借款,470000
2150588,各项损失,27540.3
2150588,护理费,27540.3
2150588,医疗费,27540.3
2150588,鉴定费,4271
2150686,精神损害抚慰金,45000
2150686,被扶养人生活费,4630
2150686,住院伙食补助费,4940
2150686,后续治疗费,13220
2150686,伙食补助费,4940
2150686,残疾赔偿金,351340
2150686,各项损失,14996.72
2150686,治疗费,13220
2150686,护理费,522510.5
2150686,误工费,55360.5
2150686,交通费,2600
2150686,营养费,3600
2150686,生活费,4630
2150686,交通费,2600
2150686,赔偿金,351340
2150686,医疗费,14996.72
2150932,各项损失,95579.52
2150932,护理费,95579.52
2150932,误工费,95579.52
2150932,医疗费,95579.52
2150932,各项损失,1200
2150932,鉴定费,1200
2151048,伤残赔偿金,120000
2151048,各项损失,120000
2151048,护理费,120000
2151048,赔偿金,120000
2151048,各项损失,225296.34
2151048,车辆损失,6345
2151048,各项损失,6345
2151048,评估费,6345
2151166,精神损害抚慰金,1000
2151166,住院伙食补助费,60
2151166,伤残赔偿金,45584
2151166,二次手术费,8000
2151166,伙食补助费,60
2151166,护理费,4370.80
2151166,误工费,9366
2151166,交通费,100
2151166,营养费,600
2151166,交通费,100
2151166,赔偿金,45584
2151166,医疗费,17883.09
2151166,车损,560
2151509,借款本金,500000
2151509,借款本金,500000
2151509,借款,500000
2151509,借款,500000
2151509,还款,137500
2151509,本金,500000
2151509,本金,500000
2152233,借款,40000
2152504,违约金,2050000
2153876,各项损失,91779
2153936,精神损害抚慰金,8000
2153936,残疾赔偿金,102000
2153936,各项损失,175993
2153936,鉴定费,175993
2153936,赔偿金,102000
2154255,各项损失,7388
2154255,护理费,7388
2154255,误工费,7388
2154255,医疗费,7388
2154255,车损,2000
2154255,各项损失,2641
2154255,护理费,2641
2154255,误工费,2641
2154255,医疗费,2641
2154255,车损,3862
2154255,各项损失,9813.01
2154255,各项损失,9698
2154255,鉴定费,9813.01
2154255,评估费,9698
2154255,复印费,9813.01
2154255,医疗费,300
2154275,经济损失,50746
